SK_ID_CURR,TARGET,INCOME_TOTAL,CREDIT,ANNUITY,GOODS_PRICE,INCOME_TYPE,HOUR_APPR,ORGANIZATION_TYPE
222492,0,166500,781920,31522.5,675000,Working,9,Self-employed
222493,0,157500,593010,19260,495000,Pensioner,7,XNA
222494,1,337500,2025000,53550,2025000,Commercial associate,15,Business Entity Type 3
222495,1,180000,1078200,34911,900000,Commercial associate,6,Business Entity Type 3
222497,1,270000,746280,59094,675000,Working,10,Trade: type 7
222498,0,67500,545040,20677.5,450000,Working,14,Business Entity Type 1
222499,0,180000,157500,7875,157500,Working,12,Business Entity Type 2
222500,0,58500,450000,30573,450000,Working,15,Kindergarten
222501,0,112500,942300,27679.5,675000,Pensioner,8,XNA
222502,0,157500,1258650,53455.5,1125000,Pensioner,11,XNA
222503,0,90000,354276,23805,292500,Working,16,Business Entity Type 3
222504,1,112500,159264,10498.5,126000,Pensioner,9,XNA
222506,0,135000,585000,28273.5,585000,Working,15,Industry: type 9
222507,0,180000,486000,17982,486000,Working,13,Business Entity Type 3
222508,1,67500,135000,6750,135000,Working,14,Agriculture
222509,0,270000,728460,44563.5,675000,Working,10,Business Entity Type 3
222510,0,112500,669600,28498.5,598500,Pensioner,8,XNA
222511,0,112500,592560,32274,450000,Working,9,Other
222512,0,90000,454500,21060,454500,Pensioner,13,XNA
222513,0,225000,629325,26793,562500,Commercial associate,12,Business Entity Type 3
222514,0,126000,301500,22068,301500,Working,13,Other
222515,0,112500,225000,11250,225000,Pensioner,15,XNA
222517,0,315000,1494436.5,55512,1395000,Working,17,Other
222518,0,211500,301464,19395,238500,Working,15,Business Entity Type 3
222519,0,225000,900000,32017.5,900000,Pensioner,13,XNA
222520,0,157500,900000,57519,900000,Working,12,School
222521,0,121500,728460,44694,675000,State servant,14,School
222522,0,315000,1159915.5,80860.5,1111500,Working,12,Construction
222523,0,225000,755190,56592,675000,Working,14,Self-employed
222524,0,180000,553806,21798,495000,Pensioner,7,XNA
222525,0,135000,508495.5,24462,454500,Working,13,Business Entity Type 3
222526,0,202500,265851,17136,229500,Pensioner,12,XNA
222527,0,225000,1075932,42799.5,922500,Commercial associate,13,Trade: type 7
222528,1,180000,1221354,35842.5,1066500,Working,11,Business Entity Type 3
222529,0,90000,276277.5,22279.5,238500,Commercial associate,14,Postal
222530,0,225000,641173.5,39357,553500,Working,12,Business Entity Type 3
222531,0,225000,450000,21109.5,450000,Commercial associate,17,Self-employed
222532,0,162000,906228,46399.5,810000,Working,15,Transport: type 2
222533,0,270000,1125000,37309.5,1125000,Working,14,Legal Services
222534,0,144000,808650,23643,675000,Pensioner,8,XNA
222535,0,270000,755190,36459,675000,Working,12,Trade: type 3
222536,0,135000,760225.5,30150,679500,Working,8,Business Entity Type 3
222538,0,225000,472644,27130.5,427500,State servant,13,Other
222539,0,157500,495000,22495.5,495000,Working,14,Business Entity Type 3
222540,0,126000,521280,31630.5,450000,State servant,7,Other
222541,0,270000,1235587.5,40963.5,1107000,Commercial associate,14,Business Entity Type 1
222542,0,225000,1080504,31720.5,774000,Working,10,Transport: type 4
222543,0,126000,276277.5,10795.5,238500,Pensioner,16,XNA
222544,0,81000,56880,3928.5,45000,Working,10,Transport: type 4
222545,0,112500,178290,17761.5,157500,Working,9,Self-employed
222546,0,202500,270000,13500,270000,Working,9,Construction
222547,0,94500,808650,23773.5,675000,Working,7,Business Entity Type 2
222548,0,180000,218938.5,23706,189000,Working,16,Government
222549,0,103500,288873,18805.5,238500,Working,10,Business Entity Type 3
222550,0,67500,135000,6750,135000,Working,6,Agriculture
222551,0,112500,247275,17338.5,225000,Pensioner,16,XNA
222552,0,85500,1078200,31522.5,900000,Working,12,Business Entity Type 3
222553,0,225000,814041,23800.5,679500,Working,12,Bank
222554,0,65250,253737,14697,229500,State servant,10,Kindergarten
222556,0,94500,405000,32125.5,405000,Working,9,Business Entity Type 3
222557,0,121500,700830,27153,585000,Working,12,Self-employed
222558,0,81000,152820,15111,135000,Working,9,Self-employed
222559,0,67500,50940,5535,45000,Working,13,School
222560,0,135000,309420,14553,202500,Working,13,Trade: type 3
222561,0,112500,450000,21888,450000,Working,10,Self-employed
222562,0,256500,900000,94509,900000,Working,12,Self-employed
222563,0,112500,675000,22068,675000,Working,16,Government
222564,0,157500,269550,20988,225000,Commercial associate,10,Self-employed
222565,0,81000,270000,13261.5,270000,Working,10,Trade: type 7
222567,0,135000,542133,33295.5,468000,Working,10,Trade: type 7
222568,0,121500,663093,19386,553500,Working,10,Restaurant
222569,1,126000,369720,11376,292500,Pensioner,8,XNA
222570,0,202500,258768,11529,216000,Pensioner,11,XNA
222571,0,90000,1256400,40657.5,900000,Commercial associate,10,Self-employed
222573,0,90000,450000,20979,450000,Working,9,Industry: type 2
222574,0,247500,804420,41202,706500,Commercial associate,15,Business Entity Type 3
222575,0,90000,555273,18040.5,463500,Working,12,Business Entity Type 3
222576,0,90000,284400,13387.5,225000,State servant,11,Security Ministries
222578,0,90000,117000,11524.5,117000,Pensioner,13,XNA
222579,0,72000,225000,10944,225000,Commercial associate,11,Transport: type 2
222580,0,135000,270000,13500,270000,Working,7,Other
222581,0,112500,547344,23188.5,472500,Working,8,Business Entity Type 3
222582,1,202500,202500,10125,202500,Working,13,School
222583,0,180000,540000,27000,540000,State servant,15,Business Entity Type 2
222584,0,157500,1042560,32863.5,900000,Working,15,Self-employed
222585,0,148500,497520,32521.5,450000,Commercial associate,11,Self-employed
222586,0,270000,203760,20151,180000,Working,7,Business Entity Type 3
222587,0,112500,202500,8244,202500,Working,15,Trade: type 2
222588,0,99000,95940,9616.5,90000,Working,9,School
222589,0,112500,168102,17964,148500,Commercial associate,4,Mobile
222590,0,112500,1054935,44824.5,904500,Working,11,Government
222591,0,315000,545040,25537.5,450000,Working,9,Business Entity Type 3
222592,0,112500,835605,24561,697500,Commercial associate,11,Business Entity Type 3
222593,0,247500,808650,23773.5,675000,Pensioner,16,XNA
222594,0,202500,562491,23962.5,454500,Pensioner,13,XNA
222595,0,135000,781920,28215,675000,Commercial associate,8,Business Entity Type 3
222596,0,117000,314100,16164,225000,Working,10,Business Entity Type 3
222597,0,45000,432000,11524.5,432000,Working,9,Government
222598,0,180000,348826.5,25407,288000,Working,9,Self-employed
222599,0,225000,808650,26217,675000,Working,9,Trade: type 7
222600,0,180000,135000,6750,135000,Commercial associate,13,Trade: type 2
222601,0,135000,135000,6750,135000,Pensioner,10,XNA
222602,0,112500,180000,9000,180000,Commercial associate,12,Industry: type 1
222603,0,171000,738108,53842.5,630000,Working,8,Trade: type 7
222604,0,90000,339241.5,12919.5,238500,Working,5,Self-employed
222605,0,203400,675000,19867.5,675000,Working,11,Kindergarten
222606,1,162000,608076,29704.5,427500,Working,10,Agriculture
222607,1,67500,598401,19300.5,499500,Working,11,Self-employed
222608,0,72000,105534,12654,99000,Commercial associate,11,Business Entity Type 2
222609,1,112500,592560,32274,450000,Working,15,Transport: type 3
222610,1,112500,436032,21208.5,360000,Commercial associate,11,Business Entity Type 3
222611,0,90000,497520,59044.5,450000,Working,15,Business Entity Type 3
222612,1,180000,673875,24885,562500,Working,11,Self-employed
222613,0,202500,199080,15858,157500,Working,13,Business Entity Type 3
222614,0,98158.5,450000,18328.5,450000,Commercial associate,12,Trade: type 2
222615,0,157500,381528,18553.5,315000,Working,10,Industry: type 1
222616,0,157500,1078200,38331,900000,Commercial associate,8,Self-employed
222617,0,292500,1087474.5,48640.5,972000,Commercial associate,10,Other
222620,1,180000,745119,38173.5,666000,Working,16,Industry: type 7
222621,0,90000,562491,22437,454500,Working,15,Business Entity Type 1
222622,0,67500,84073.5,6106.5,76500,Pensioner,8,XNA
222623,0,90000,450000,21109.5,450000,Working,8,Kindergarten
222627,0,292500,405000,20250,405000,Working,18,Self-employed
222628,0,180000,271066.5,19408.5,234000,Working,17,Medicine
222630,0,112500,835380,36796.5,675000,Working,12,Self-employed
222631,0,225000,314100,21375,225000,Working,14,Self-employed
222632,0,180000,835605,29736,697500,Working,12,Kindergarten
222633,0,270000,628114.5,22558.5,477000,Commercial associate,13,Other
222635,0,31500,808650,23773.5,675000,Pensioner,13,XNA
222638,0,180000,269550,13095,225000,State servant,6,Business Entity Type 3
222639,1,94500,814041,26388,679500,Working,10,Business Entity Type 3
222640,0,135000,442791,47115,400500,Working,15,Trade: type 7
222642,0,337500,1288350,37800,1125000,Commercial associate,5,Transport: type 4
222643,0,112500,258709.5,14980.5,234000,Pensioner,9,XNA
222644,0,225000,1288350,37800,1125000,Commercial associate,16,Medicine
222645,0,97875,66222,6579,58500,Pensioner,9,XNA
222647,0,76500,270000,11569.5,270000,Commercial associate,9,Business Entity Type 3
222649,1,112500,247500,13423.5,247500,Working,15,Business Entity Type 3
222650,0,225000,1762110,48586.5,1575000,Working,7,Business Entity Type 1
222651,0,315000,900000,31887,900000,Working,10,Business Entity Type 3
222652,0,90000,544491,16047,454500,Working,14,Business Entity Type 3
222653,0,81000,171000,16911,171000,Pensioner,11,XNA
222654,0,202500,545040,31419,450000,Working,18,Construction
222655,0,90000,481176,24696,360000,Working,9,Medicine
222656,0,360000,755190,36459,675000,Commercial associate,11,Transport: type 4
222657,0,157500,450000,22500,450000,Working,11,Business Entity Type 3
222658,0,225000,1250118,36679.5,895500,Working,12,Self-employed
222660,0,144000,450000,22500,450000,Working,17,Transport: type 3
222661,0,130500,970380,28372.5,810000,Commercial associate,15,Government
222662,0,315000,491211,50463,472500,Working,12,Business Entity Type 3
222664,0,54000,254700,20119.5,225000,Working,14,School
222666,0,247500,1687266,64395,1575000,State servant,13,Security Ministries
222667,0,180000,808650,31333.5,675000,Working,14,Business Entity Type 3
222668,0,315000,1520253,44581.5,1327500,Commercial associate,13,Business Entity Type 3
222669,0,234000,646920,20997,540000,Working,13,Medicine
222670,0,315000,339948,24304.5,315000,Working,13,Self-employed
222672,0,90000,337500,16875,337500,Working,11,Business Entity Type 3
222673,0,135000,1546020,45202.5,1350000,Commercial associate,11,Business Entity Type 3
222676,0,157500,226422,17649,189000,Commercial associate,16,Self-employed
222677,0,247500,1288350,37800,1125000,Pensioner,15,XNA
222678,0,211500,1256400,36864,900000,Commercial associate,16,Self-employed
222679,1,225000,497520,53581.5,450000,Commercial associate,0,Other
222680,0,247500,1223010,51948,1125000,Pensioner,16,XNA
222681,0,94500,1125000,32895,1125000,Working,9,Self-employed
222682,0,117000,781920,26725.5,675000,Working,5,Medicine
222683,0,112500,239850,23494.5,225000,Pensioner,13,XNA
222684,0,180000,446787,29452.5,414000,Working,11,Business Entity Type 3
222685,0,135000,562198.5,35928,508500,Commercial associate,10,Self-employed
222686,1,94500,45000,5220,45000,State servant,11,Postal
222687,0,108000,255960,14823,202500,Pensioner,9,XNA
222688,0,135000,390960,23755.5,337500,Working,12,Trade: type 1
222689,1,189000,900000,26446.5,900000,Working,11,Self-employed
222690,0,112500,808650,23305.5,675000,Pensioner,13,XNA
222691,0,112500,1078200,31522.5,900000,Working,14,Business Entity Type 3
222692,0,270000,450000,11871,450000,Working,17,Industry: type 5
222693,0,135000,518562,26604,463500,Pensioner,7,XNA
222694,0,76500,754740,24475.5,630000,Pensioner,12,XNA
222695,0,202500,1047501,55939.5,990000,Pensioner,13,XNA
222696,0,189000,225000,17775,225000,Working,17,Telecom
222697,0,121500,945000,25056,945000,Working,14,Business Entity Type 3
222698,0,85500,144000,9333,144000,Pensioner,7,XNA
222699,0,136350,687600,19836,450000,Working,12,Other
222700,0,112500,900000,26446.5,900000,Commercial associate,13,Business Entity Type 3
222701,0,135000,225000,17905.5,225000,Working,9,Medicine
222702,0,135000,211500,10926,211500,Working,15,Business Entity Type 3
222703,0,126000,270000,13914,270000,Commercial associate,9,Business Entity Type 3
222704,0,121500,1264428,37098,990000,State servant,12,Industry: type 9
222705,0,180000,675000,26154,675000,Working,19,Business Entity Type 2
222706,0,112500,270000,13500,270000,Working,14,Business Entity Type 2
222708,0,139500,781920,33259.5,675000,Pensioner,11,XNA
222710,0,270000,781879.5,52249.5,724500,State servant,13,Military
222712,0,292500,153000,16605,153000,Working,7,Security
222713,0,225000,337500,16875,337500,State servant,15,School
222714,0,225000,385164,21024,292500,Working,16,Military
222715,0,144000,225000,11632.5,225000,Pensioner,16,XNA
222716,0,112500,485640,41674.5,450000,Working,8,Business Entity Type 3
222718,0,117000,1035832.5,30415.5,904500,Commercial associate,15,Business Entity Type 3
222719,1,180000,1205896.5,39028.5,1053000,Working,9,Business Entity Type 3
222720,0,292500,2313963,85882.5,2160000,Working,17,Business Entity Type 3
222721,0,225000,835380,40320,675000,Working,16,Transport: type 4
222722,1,112500,172021.5,19584,148500,Working,17,Business Entity Type 3
222723,0,270000,1252363.5,49797,1152000,Commercial associate,8,Business Entity Type 3
222724,0,157500,225000,11250,225000,Working,8,Business Entity Type 3
222725,0,315000,1130760,40189.5,810000,Commercial associate,14,Self-employed
222726,0,148500,484789.5,18094.5,418500,Commercial associate,3,Kindergarten
222727,0,76500,781920,25839,675000,Working,9,Industry: type 3
222729,0,270000,1006920,51412.5,900000,Commercial associate,16,Business Entity Type 3
222730,0,180000,1125000,32895,1125000,Commercial associate,16,School
222731,0,45000,135000,6750,135000,Working,10,Business Entity Type 3
222732,0,67500,135000,6750,135000,Commercial associate,8,Business Entity Type 2
222733,0,76500,162000,18450,162000,Working,6,Self-employed
222734,0,180000,450000,32742,450000,Working,11,Business Entity Type 2
222735,0,225000,1350000,42520.5,1350000,Working,9,Other
222736,0,157500,1125000,32895,1125000,Commercial associate,15,Services
222737,0,189000,472500,18738,472500,Pensioner,12,XNA
222738,0,234000,813105,32377.5,657000,Pensioner,17,XNA
222739,0,67500,50940,5089.5,45000,Pensioner,8,XNA
222740,0,360000,1842952.5,64188,1683000,Working,9,Business Entity Type 3
222741,0,85500,254700,16713,225000,Working,9,Business Entity Type 3
222742,0,67500,284400,15138,225000,Working,17,Business Entity Type 3
222743,0,112500,900000,26446.5,900000,Working,9,School
222744,0,225000,1350000,67500,1350000,Pensioner,10,XNA
222745,0,90000,270000,13500,270000,State servant,13,Other
222746,0,180000,754740,24475.5,630000,Pensioner,13,XNA
222747,0,225000,765000,30469.5,765000,State servant,5,Military
222748,0,180000,441000,26649,441000,Working,10,Agriculture
222749,1,117000,148500,7708.5,148500,Working,12,Transport: type 4
222750,0,135000,612612,29601,495000,Working,11,Kindergarten
222751,0,90000,469152,24084,405000,Pensioner,16,XNA
222754,0,202500,1350000,48622.5,1350000,Commercial associate,17,Industry: type 11
222756,0,292500,1256400,44644.5,900000,Commercial associate,10,Self-employed
222757,1,126000,191880,18819,180000,Working,11,Self-employed
222758,0,225000,364230,24210,337500,Pensioner,14,XNA
222759,0,135000,481495.5,33642,454500,Working,13,Business Entity Type 3
222760,0,99000,1078200,34911,900000,Commercial associate,15,Self-employed
222761,0,90000,290088,12757.5,229500,Commercial associate,14,Trade: type 3
222762,0,135000,495000,23944.5,495000,Commercial associate,12,Self-employed
222763,0,135000,755190,36328.5,675000,Working,10,Police
222764,0,157500,767313,40878,711000,Working,13,Self-employed
222766,0,270000,808650,23773.5,675000,Pensioner,9,XNA
222767,0,112500,417024,31311,360000,Working,10,Government
222770,0,225000,665892,21609,477000,Commercial associate,11,Business Entity Type 3
222771,0,67050,835380,23571,675000,State servant,14,School
222772,0,90000,719860.5,48298.5,679500,Working,16,Self-employed
222773,0,202500,675000,28728,675000,Commercial associate,12,Religion
222774,0,135000,1066320,38299.5,900000,Commercial associate,9,Trade: type 7
222775,0,157500,679500,26946,679500,Commercial associate,13,Business Entity Type 3
222776,0,90000,301536,13410,216000,Working,13,Business Entity Type 3
222777,0,67500,130320,13815,112500,Pensioner,12,XNA
222778,0,90000,675000,24043.5,675000,Working,16,Security
222779,0,90000,284400,10849.5,225000,Pensioner,6,XNA
222780,0,180000,521280,25209,450000,Pensioner,15,XNA
222781,0,90000,270000,13500,270000,Working,17,Business Entity Type 3
222782,0,90000,337761,17374.5,256500,Commercial associate,17,Self-employed
222784,0,270000,614223,29677.5,549000,Working,11,Security Ministries
222785,0,54000,161730,8257.5,135000,Working,11,Business Entity Type 2
222786,1,315000,1569042,45877.5,1228500,Commercial associate,8,Kindergarten
222787,0,135000,288562.5,30298.5,261000,Commercial associate,10,Business Entity Type 3
222788,0,202500,729792,37390.5,630000,Pensioner,17,XNA
222789,0,180000,945000,39127.5,945000,Working,10,Other
222790,0,202500,1195407,39636,1071000,Working,14,Business Entity Type 3
222791,0,90000,341280,22936.5,270000,Working,13,Self-employed
222792,0,130500,270000,13500,270000,Working,11,Business Entity Type 2
222793,0,112500,450000,44640,450000,Pensioner,15,XNA
222794,0,76500,593010,19260,495000,Working,15,Business Entity Type 3
222795,0,202500,420588,38704.5,360000,Working,9,Security
222796,0,180000,1305000,38155.5,1305000,Working,14,Agriculture
222797,0,405000,1575000,43312.5,1575000,Working,15,Business Entity Type 3
222798,1,112500,474048,28773,360000,Commercial associate,10,Self-employed
222800,0,81000,213948,17032.5,189000,Pensioner,14,XNA
222801,0,112500,808650,26217,675000,Working,11,School
222802,0,45000,127350,7308,112500,Working,12,Trade: type 7
222803,0,49500,272520,16803,225000,Pensioner,12,XNA
222804,0,157500,414792,21307.5,315000,State servant,12,Kindergarten
222805,0,90000,270000,13500,270000,Working,13,Self-employed
222806,0,157500,1762110,51520.5,1575000,State servant,11,Government
222807,0,180000,1374480,45553.5,1125000,Pensioner,14,XNA
222808,1,270000,1113840,53716.5,900000,Commercial associate,15,Other
222809,0,99000,95940,9099,90000,Pensioner,8,XNA
222810,0,216000,450000,32746.5,450000,Working,13,Government
222811,0,112500,225000,13045.5,225000,Pensioner,10,XNA
222812,1,247500,269550,12618,225000,Working,13,Medicine
222813,1,144000,336924,15835.5,220500,Working,15,Business Entity Type 2
222814,0,153000,545040,25537.5,450000,Working,14,Trade: type 3
222815,0,202500,254700,14751,225000,Working,18,Agriculture
222816,0,247500,781920,25969.5,675000,Commercial associate,18,Business Entity Type 3
222817,0,99000,900000,26446.5,900000,Pensioner,14,XNA
222818,0,82800,540000,26109,540000,Pensioner,11,XNA
222819,0,67500,202500,10125,202500,Pensioner,10,XNA
222820,0,225000,1114011,43483.5,846000,Working,12,Postal
222822,0,180000,450000,20979,450000,Commercial associate,8,Electricity
222823,0,126000,284400,15138,225000,Commercial associate,18,Government
222824,0,247500,248760,26248.5,225000,Working,11,Government
222826,0,315000,1535553,61029,1372500,Commercial associate,12,Business Entity Type 3
222827,0,99000,339241.5,12312,238500,Pensioner,13,XNA
222828,0,180000,430582.5,17284.5,355500,Working,16,Kindergarten
222829,0,135000,170640,9922.5,135000,Working,13,Transport: type 3
222830,0,189000,521280,25209,450000,Commercial associate,15,Other
222831,0,90000,227520,15331.5,180000,Working,14,Self-employed
222832,0,121500,535675.5,23593.5,478795.5,Pensioner,10,XNA
222833,0,360000,762547.5,76320,733500,Commercial associate,9,Business Entity Type 3
222834,0,112500,107820,9351,90000,Commercial associate,15,Business Entity Type 1
222835,1,153000,215640,13158,180000,Working,10,Transport: type 4
222836,1,135000,284400,13257,225000,Working,6,Business Entity Type 3
222838,1,320850,599472,19611,517500,Commercial associate,14,Self-employed
222839,0,67500,381528,13833,315000,Pensioner,9,XNA
222840,0,180000,1528200,53248.5,1350000,Pensioner,13,XNA
222841,0,202500,323194.5,15106.5,279000,Working,8,Electricity
222842,0,157500,472500,46030.5,454500,Working,14,Transport: type 4
222843,0,274500,370107,16429.5,319500,Commercial associate,15,Services
222844,0,148500,417024,17797.5,360000,Working,12,Business Entity Type 3
222845,0,157500,486000,23508,486000,Working,17,Self-employed
222846,0,315000,679500,36859.5,679500,Commercial associate,16,Self-employed
222847,0,202500,640080,31261.5,450000,Commercial associate,17,Trade: type 7
222848,0,90000,566055,20925,472500,Working,4,Kindergarten
222849,0,180000,305221.5,20524.5,252000,Commercial associate,18,Business Entity Type 3
222850,0,157500,1078200,34911,900000,Working,12,Business Entity Type 2
222851,1,135000,376920,19372.5,270000,Commercial associate,12,Business Entity Type 3
222852,0,225000,270000,13500,270000,Working,8,Business Entity Type 3
222853,1,193500,338832,15052.5,292500,Pensioner,11,XNA
222854,0,225000,1506816,47443.5,1350000,Pensioner,13,XNA
222855,0,94500,265851,16393.5,229500,Pensioner,9,XNA
222856,0,315000,625536,20803.5,540000,Working,10,Transport: type 4
222857,0,157500,622188,26284.5,472500,Working,12,Business Entity Type 3
222858,0,67500,398016,26041.5,360000,Commercial associate,11,Self-employed
222859,0,72000,216144,12537,171000,State servant,9,Kindergarten
222860,0,63000,76410,7443,67500,Pensioner,8,XNA
222861,0,157500,254700,14751,225000,Working,17,Agriculture
222864,1,67500,275040,10498.5,180000,Working,6,Government
222865,0,76500,1223010,48501,1125000,Working,19,Transport: type 4
222866,0,360000,814041,28840.5,679500,Working,14,Business Entity Type 3
222867,0,157500,1546020,45333,1350000,Commercial associate,12,Other
222868,0,270000,855882,34074,765000,Working,14,Other
222870,0,225000,835380,40320,675000,Working,10,Culture
222871,0,225000,1800000,62568,1800000,Commercial associate,16,Medicine
222872,0,157500,327024,12456,270000,Working,12,School
222873,0,67500,360000,15988.5,360000,Pensioner,11,XNA
222874,0,135000,675000,24246,675000,Pensioner,9,XNA
222875,0,108000,573943.5,22891.5,513000,Working,13,Kindergarten
222877,0,130500,495882,39307.5,405000,Working,9,Government
222878,0,180000,343800,16852.5,225000,Working,12,Self-employed
222879,0,585000,906997.5,55620,792000,Commercial associate,15,Business Entity Type 3
222880,0,90000,78192,9279,67500,Working,11,Transport: type 4
222881,0,112500,135000,8626.5,135000,Working,14,Mobile
222882,0,94500,225000,11250,225000,Working,16,Industry: type 11
222883,0,135000,808650,23773.5,675000,Working,7,Business Entity Type 3
222884,0,112500,315000,14814,315000,Working,14,Self-employed
222885,0,121500,202500,10125,202500,State servant,16,Kindergarten
222886,0,157500,814041,23800.5,679500,Pensioner,14,XNA
222887,0,675000,900000,45000,900000,Commercial associate,16,Other
222888,0,162000,1125000,36423,1125000,Working,12,Police
222889,0,270000,472500,15372,472500,Working,15,Industry: type 3
222890,0,90000,454500,19255.5,454500,State servant,10,School
222891,0,112500,270000,13500,270000,Commercial associate,15,Industry: type 9
222893,0,90000,202500,10125,202500,Pensioner,10,XNA
222894,0,270000,202500,10125,202500,Commercial associate,20,Bank
222895,0,292500,855000,42750,855000,Working,11,Business Entity Type 2
222896,0,121500,314100,19111.5,225000,Working,11,Medicine
222897,1,126000,337761,20538,256500,Working,9,Business Entity Type 3
222899,0,180000,177768,13063.5,135000,Pensioner,12,XNA
222900,0,135000,373500,10399.5,225000,Working,12,Medicine
222901,0,202500,938304,50121,810000,Commercial associate,16,Self-employed
222902,0,90000,284400,20740.5,225000,Working,13,Business Entity Type 3
222903,0,157500,450000,17095.5,450000,Working,7,Business Entity Type 3
222904,1,112500,521280,26649,450000,Working,15,Self-employed
222905,0,382500,675000,26284.5,675000,Working,17,Business Entity Type 3
222906,0,405000,1157670,109917,1125000,Commercial associate,12,Transport: type 4
222907,0,121500,1046142,30109.5,913500,Working,11,Other
222908,0,135000,735052.5,31270.5,657000,Commercial associate,14,Industry: type 3
222909,0,247500,342000,18684,342000,Working,14,Industry: type 7
222910,0,81000,544491,17694,454500,Working,10,School
222911,0,54000,1078200,34911,900000,Working,13,Business Entity Type 3
222913,0,202500,1224990,39645,877500,Working,10,Self-employed
222914,0,157500,590337,28530,477000,Working,15,Business Entity Type 3
222915,0,90000,118602,8383.5,99000,Working,13,Business Entity Type 1
222916,0,135000,474048,18184.5,360000,Working,16,Industry: type 7
222917,0,135000,232434,12298.5,166500,Working,10,Government
222918,0,135000,122256,13293,108000,State servant,7,Medicine
222919,0,135000,360000,17446.5,360000,Working,10,Business Entity Type 3
222921,0,225000,630747,26644.5,544500,Commercial associate,17,Business Entity Type 3
222922,1,175500,578979,24660,517500,Working,16,Self-employed
222923,0,157500,675000,33750,675000,Commercial associate,17,Business Entity Type 3
222924,0,180000,1575000,41548.5,1575000,Pensioner,10,XNA
222925,0,67500,675000,26284.5,675000,Pensioner,10,XNA
222927,0,135000,1288350,37800,1125000,Working,8,Security
222928,0,67500,132768,6516,90000,Pensioner,3,XNA
222929,0,135000,258709.5,27297,234000,Working,9,Self-employed
222930,0,157500,431280,22149,360000,Working,16,Business Entity Type 3
222931,0,90000,159264,10773,126000,Commercial associate,12,Industry: type 7
222932,0,112500,700830,22608,585000,Working,13,Industry: type 1
222933,0,360000,1125000,32373,1125000,Working,12,Industry: type 9
222935,0,112500,278460,22455,225000,Working,5,Business Entity Type 3
222936,0,270000,1288350,41692.5,1125000,Commercial associate,11,Business Entity Type 3
222937,0,157500,152820,17370,135000,Working,11,Self-employed
222939,0,270000,579195,27994.5,468000,Working,8,Self-employed
222940,0,121500,225000,15034.5,225000,Pensioner,12,XNA
222941,0,135000,512064,25033.5,360000,Commercial associate,9,Industry: type 4
222942,0,180000,797557.5,28647,688500,Working,12,Business Entity Type 3
222943,0,157500,1078200,34911,900000,Working,17,Industry: type 5
222944,0,180000,573628.5,22747.5,463500,State servant,15,Security Ministries
222946,0,135000,584766,24903,472500,Pensioner,7,XNA
222948,0,135000,755190,28894.5,675000,Working,15,Business Entity Type 1
222949,0,112500,101880,12217.5,90000,Working,14,Business Entity Type 3
222950,0,112500,900000,26446.5,900000,Working,14,Self-employed
222951,0,50400,68256,4689,54000,Working,10,School
222952,0,90000,234000,11380.5,234000,Working,9,Business Entity Type 3
222953,0,337500,1006920,42790.5,900000,Working,8,Business Entity Type 1
222954,0,67500,171000,9945,171000,Pensioner,15,XNA
222955,0,63000,143910,14364,135000,Pensioner,11,XNA
222956,0,157500,301500,10957.5,301500,Pensioner,8,XNA
222957,0,135000,704844,27711,630000,Pensioner,9,XNA
222958,1,202500,1321020,35554.5,1125000,Working,16,Business Entity Type 3
222959,0,81000,454500,25375.5,454500,Working,17,Housing
222960,0,225000,254700,26226,225000,Pensioner,8,XNA
222961,0,157500,450000,24412.5,450000,Working,12,Self-employed
222962,0,157500,398016,22977,360000,Working,17,Business Entity Type 2
222963,0,157500,180000,9000,180000,Working,18,Business Entity Type 3
222964,0,225000,509400,40374,450000,Pensioner,13,XNA
222965,0,126000,679500,36333,679500,Commercial associate,16,Business Entity Type 1
222967,0,216000,163008,19476,144000,Working,13,Other
222968,0,157500,497520,32521.5,450000,Working,9,Business Entity Type 3
222969,1,90000,288000,10984.5,288000,Working,16,Self-employed
222970,0,157500,1255680,41629.5,1125000,Commercial associate,10,Security
222972,0,76500,808650,23305.5,675000,Working,10,Other
222973,0,112500,625500,27679.5,625500,Working,9,Self-employed
222974,0,202500,888840,32053.5,675000,State servant,4,Military
222975,0,315000,1006920,45499.5,900000,Working,12,Business Entity Type 3
222976,0,157500,1129500,46134,1129500,Commercial associate,10,Industry: type 1
222977,0,112500,733315.5,43006.5,679500,Working,12,Business Entity Type 3
222978,1,252000,382500,20749.5,382500,Working,14,Construction
222979,0,112500,450000,22018.5,450000,Working,9,Business Entity Type 3
222980,0,157500,762979.5,32454,616500,Working,14,Medicine
222981,0,202500,202500,18571.5,202500,Commercial associate,6,Transport: type 2
222982,0,85500,90000,4459.5,90000,Pensioner,8,XNA
222983,0,202500,526491,17527.5,454500,Working,13,Government
222984,0,990000,675000,72697.5,675000,State servant,10,Government
222985,0,90000,62361,6205.5,58500,Pensioner,6,XNA
222986,0,225000,1354500,35730,1354500,State servant,16,Other
222987,0,67500,477000,20074.5,477000,Working,16,Kindergarten
222988,1,135000,265500,18090,265500,Working,8,Business Entity Type 3
222989,0,270000,900000,26446.5,900000,Commercial associate,18,Transport: type 4
222990,0,418500,419679,33286.5,346500,Working,12,Business Entity Type 3
222991,0,135000,276277.5,19777.5,238500,Pensioner,11,XNA
